X,Y,OBJECTID,REQUESTAPPROVALSTATUS,REQUESTCOMPLETEDNOTE,REQUESTTYPENOTE,DATESUBMITTED,ADDRESS_OR_LOCATION_OF_CALL,ADDRESS,SD,SPA,CITY,LESSTHAN5PEH,POSSIBLEDWELLERS,COLLABORATORDATEAVAILABILITY,REQUESTCOMPLETEDSTATUS,AMOUNTDEBRISREMOVEDINT,REQUESTCOMPLETEDDATE,GLOBALID
-118.209575251793,33.869180392865,3568,Request Completed,08/13/25,Non-Displacement,2025/07/09 22:02:00+00,"3000 East Las Hermanas St, Compton, CA, 90221","3000 Las Hermanas St. 
Las Hermanas St from Santa Fe Ave to Susana Rd.",2,SPA 8,Unincorporated - Rancho Dominguez,no,15,2025/08/12 15:00:00+00,yes,5,2025/08/13 19:00:00+00,35d905d7-ff89-485b-8801-3029552325f9
-118.029440873321,33.9225324373376,3569,Request Completed,10/07/25,Non-Displacement,2025/07/10 16:18:00+00,"11807 Valley View Avenue, Whittier, CA, 90604",11807 Valley View Ave (7-Eleven) on Valley View side.,4,SPA 7,Unincorporated - South Whittier,yes,1,2025/10/07 15:00:00+00,prev_approved_activity_not_required,0,2025/10/07 19:00:00+00,55203b3a-0a54-4e6c-8d5f-177253daf741
-118.170363362985,34.0157055342875,3570,Request Completed,10/30/25,Full Encampment Protocol,2025/07/10 17:31:00+00,"4655 Telegraph Road, Los Angeles, CA, 90022",South side Telegraph rd at McDonnell Av,4,SPA 7,City of Commerce,yes,2,2025/10/30 15:16:00+00,yes,0,2025/10/30 19:00:00+00,33a3fb9c-785a-4cb2-b348-7cbc5e78ba63
-118.158002844077,34.0193963740351,3571,Request Completed,08/05/25,Full Encampment Protocol,2025/07/10 18:21:00+00,"937 South Atlantic Boulevard, Los Angeles, CA, 90022",Louis Pl 25’ west of Atlantic Blvd,1,SPA 7,Unincorporated - East Los Angeles,yes,3,2025/08/05 18:47:00+00,prev_approved_activity_not_required,0,2025/08/05 19:00:00+00,28912d54-b784-4049-a640-21c24ce3f660
-118.179030634343,34.0122706160404,3572,Request Completed,08/05/25,Full Encampment Protocol,2025/07/10 20:09:00+00,"1519 South Sunol Drive, Los Angeles, CA, 90023",PEH at 1519 S Sunol Dr ,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/08/05 15:00:00+00,yes,10,2025/08/05 19:00:00+00,448126c8-60a7-4c2a-8b51-58df2508de9a
-118.178655108668,34.0233669843668,3573,Request Completed,07/25/25,Non-Displacement,2025/07/10 20:36:00+00,"926 South Sunol Drive, Los Angeles, CA, 90023",PEH next to 926 S Sunol Dr.,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/07/25 15:00:00+00,prev_approved_activity_not_required,0,2025/07/25 19:00:00+00,d3ef7785-dde9-4a44-85a8-9a84b3b4b72a
-118.192273682352,34.0319048690259,3574,Request Completed,08/05/25,Full Encampment Protocol,2025/07/10 21:03:00+00,"3542 East 4th St, Los Angeles, CA, 90063",East side Indiana st at 4th by freeway exit. ,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/08/05 15:00:00+00,prev_approved_activity_not_required,0,2025/08/05 19:00:00+00,10f6b5dc-6405-44be-a473-80d12a943642
-118.253677270153,33.9527875794801,3575,Request Completed,10/15/25,Non-Displacement,2025/07/11 15:49:00+00,"9218 Hooper Avenue, Los Angeles, CA, 90002",Alley behind 9218 Hooper Ave. ,2,SPA 6,Unincorporated - Florence-Firestone,yes,1,2025/10/14 15:00:00+00,yes,5,2025/10/15 19:00:00+00,f5546ffe-b482-4ab9-8f4d-d07d92fad3a2
-118.255811333007,33.9696608355114,3576,Request Completed,09/17/25,Non-Displacement,2025/07/11 16:48:00+00,"1116 East 77th St, Los Angeles, CA, 90001",PEH next to 1116 E 77th St ,2,SPA 6,Unincorporated - Florence-Firestone,yes,4,2025/09/18 15:00:00+00,yes,75,2025/09/17 19:00:00+00,c90d65c8-45c2-4fe5-8144-f2a4322c9a5d
-118.190922838585,33.8718223674446,3577,Request Completed,11/07/25,Immediate Action,2025/07/11 17:09:00+00,"6400 East Compton Boulevard, Compton, CA","* Repeat Maintenance Cleanup* LA Riverbed from Imperial Hwy to Atlantic Ave.
Last Cleanups: 6/16/25",4,SPA 8,City of Long Beach,no,5,2025/11/05 16:00:00+00,yes,440,2025/11/07 20:00:00+00,019bf52e-70a5-4ac1-80a9-e263b685fb0d
-118.232600488064,33.9176595153042,3578,Request Completed,09/16/25,Non-Displacement,2025/07/11 19:34:00+00,"12611 South Willowbrook Avenue, Compton, CA, 90222","12611 S Willowbrook Ave, cross street 126 St",2,SPA 6,Unincorporated - Willowbrook,yes,1,2025/09/16 15:00:00+00,yes,35,2025/09/16 19:00:00+00,a7ab5016-259a-4f11-839c-101ac5a216ac
-118.440894863985,34.317983543255,3579,Request Completed,07/21/25,Immediate Action,2025/07/14 17:28:00+00,"14085 Lakeside St, Sylmar, CA, 91342","Wilson Canyon Channel, upstream (north) of 210 Polk St. freeway on-ramp. Encampments are on both banks. ",3,SPA 2,Los Angeles - Sylmar,yes,3,2025/07/21 15:00:00+00,yes,15,2025/07/21 19:00:00+00,e6f8195a-d408-4c75-bcc1-2e93bb3c2df0
-118.299783635973,33.9417624380692,3580,Request Completed,08/26/25,Full Encampment Protocol,2025/07/14 18:27:00+00,"10410 South Normandie Avenue, Los Angeles, CA, 90044", Alley east of Normandie Ave south of w 104th st,2,SPA 8,Unincorporated - Athens-Westmont,yes,3,2025/08/26 15:00:00+00,yes,5,2025/08/26 19:00:00+00,8bb95c4f-53a9-4366-9ac2-41382849774f
-118.2263838969,33.9317053330841,3581,Request Completed,11/12/25,Full Encampment Protocol,2025/07/14 19:36:00+00,"2540 East 114th St, Los Angeles, CA, 90059","South side East 114th St, 150’ west of South Alameda St.",2,SPA 6,Unincorporated - Willowbrook,yes,4,2025/11/11 16:00:00+00,yes,160,2025/11/12 20:00:00+00,5ad7202f-a436-4d8c-ae7c-e6b17c9ea604
-118.025661265898,34.0391474860511,3582,Request Completed,Invalid Date,Immediate Action,2025/07/14 23:09:00+00,"11526 Thienes Avenue, South El Monte, CA","*Repeat Maintenance Cleanup* San Gabriel River - San Jose Creek Confluence to Valley Blvd. Soft Bottom Invert, outlets, and embankment encampments are at high risk of flooding and are also obstructing vegetation clearing maintenance work. Access road encampments blocking emergency and maintenance vehicular access. Previously cleaned up on 06/24-06/25/25.",1,SPA 3,Unincorporated - Pellissier Village,no,10,,yes,75,,c11b40c3-94f7-4502-819d-d128fece5f57
-118.172354112019,34.0235493464264,3584,Request Completed,08/19/25,Full Encampment Protocol,2025/07/15 14:55:00+00,"4466 Whittier Boulevard, East Los Angeles, CA",Whittier Blvd under 710 freeway.,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/08/19 15:00:00+00,yes,20,2025/08/19 19:00:00+00,a4bcabc4-053a-488a-8a4a-e7d7c2f06b1b
-118.628861186981,34.5041726549437,3585,Request Completed,10/09/25,Non-Displacement,2025/07/15 17:22:00+00,"32203 Castaic Road, Castaic, CA, 91384",Next to 32203 Castaic Rd,5,SPA 2,Unincorporated - Castaic,yes,2,2025/10/09 18:08:00+00,prev_approved_activity_not_required,0,2025/10/09 19:00:00+00,e59d935b-c84a-424f-94bc-87eeeb961d8e
-118.394921511806,34.1509124118016,3586,Request Completed,07/21/25,Immediate Action,2025/07/15 19:14:00+00,"12009 Moorpark St, Valley Village, CA, 91607","Tujunga Wash, right (south) bank, between Laurel Canyon Blvd. and Moorpark Park. The address for the Moorpark Park is 12061 Moorpark St.",5,SPA 2,Los Angeles - Studio City,yes,2,2025/07/21 15:00:00+00,yes,4,2025/07/21 19:00:00+00,182cf87a-11ad-4d15-8f61-8202cf9d368e
-118.165534060241,34.0227400691074,3587,Request Completed,08/19/25,Full Encampment Protocol,2025/07/15 19:39:00+00,"756 South Kern Avenue, Los Angeles, CA, 90022",Alley north of Whittier Blvd east of South Kern Ave,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/08/19 15:00:00+00,yes,10,2025/08/19 19:00:00+00,8adadbdc-6830-4833-8f8d-f00078fbf2ab
-118.375444566733,33.9772342550062,3588,Request Completed,,Full Encampment Protocol,2025/07/16 14:36:00+00,"6754 South Garth Avenue, Los Angeles, CA, 90056","3 locations in close proximity.
 1 on bus bench west side la Cienega blvd just north of Centenela ave 
 2 on Centenela ave east of La Cienega blvd",2,SPA 5,Unincorporated - Ladera Heights,yes,4,2025/08/26 15:00:00+00,yes,5,2025/08/15 19:00:00+00,ebad64dc-ae5b-4cb4-a64e-df714ee373f0
-117.91276004067,34.0091389995076,3589,Request Completed,08/29/25,Non-Displacement,2025/07/16 15:19:00+00,"17840 Hurley St, La Puente, CA, 91744",PEH behind address 17846 Hurley St on Alderton Ave.,1,SPA 3,Unincorporated - San Jose Hills,yes,1,2025/09/09 15:00:00+00,prev_approved_activity_not_required,0,2025/08/29 19:00:00+00,a2a76912-5fed-40cb-8805-2e6dcdbd040b
-118.188319199982,34.0242199999948,3590,Request Completed,09/02/25,Non-Displacement,2025/07/16 15:56:00+00,"838 South Townsend Avenue, Los Angeles, CA, 90023",Townsend north of Whittier Blvd,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/08/19 15:00:00+00,prev_approved_activity_not_required,0,2025/09/02 19:00:00+00,f9975dd3-df6d-40c5-b035-9637347bc7db
-117.917944280171,34.1069197610289,3591,Request Completed,08/12/25,Non-Displacement,2025/07/16 16:16:00+00,"16826 East Arrow Hwy, Covina, CA, 91722","16826 E Arrow Hwy
PEH under Dalton Wash Bridge. ",1,SPA 3,Unincorporated - Covina,yes,2,2025/07/12 15:00:00+00,yes,5,2025/08/12 19:00:00+00,583aa2cd-fbf1-4088-89bb-aabf73146e1e
-118.180120199986,34.0193425999959,3592,Request Completed,,Non-Displacement,2025/07/16 17:02:00+00,"1169 South Downey Road, Los Angeles, CA, 90023",Downey Road north of Olympic Blvd,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/08/19 15:00:00+00,prev_approved_activity_not_required,0,2025/08/08 19:00:00+00,0cada403-4ac4-48f6-b410-5e58ee9ff693
-118.155708599984,34.0177198999954,3593,Request Completed,08/20/25,Non-Displacement,2025/07/16 17:24:00+00,"5356 Verona St, Los Angeles, CA, 90022",Verona west of Goodrich,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/08/19 15:00:00+00,yes,10,2025/08/20 19:00:00+00,e8724308-d395-4da7-989a-8a9ea1b8754f
-118.181166954623,34.0555037280107,3594,Request Completed,08/19/25,Non-Displacement,2025/07/16 17:34:00+00,"3864 East City Terrace Drive, Los Angeles, CA, 90063",PEH next to 3864 City Terrace Dr on Bonnie Beach Pl,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/08/19 15:00:00+00,prev_approved_activity_not_required,0,2025/08/19 19:00:00+00,63ab1e0b-603e-404d-87a7-a4586d6e1a19
-118.159052102429,34.0212950462154,3595,Request Completed,08/20/25,Non-Displacement,2025/07/16 21:02:00+00,"760 South Vancouver Avenue, Los Angeles, CA, 90022","PEH in alley at 760 S Vancouver. 
Also northwest corner of Vancouver & Whittier",1,SPA 7,Unincorporated - East Los Angeles,no,5,2025/08/19 15:00:00+00,yes,10,2025/08/20 19:00:00+00,cccb7915-0230-49c1-8d9b-305d600d6e50
-118.156819402611,34.0220038252789,3596,Request Completed,,Full Encampment Protocol,2025/07/16 17:08:00+00,"723 South Atlantic Boulevard, Los Angeles, CA, 90022",East side Atlantic blvd 150’ south of Hubbard st. ,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/08/19 15:00:00+00,prev_approved_activity_not_required,0,2025/08/08 19:00:00+00,90e4be87-14a6-4996-887f-c2512099e63a
-118.291994105875,33.9378965563964,3597,Request Completed,,Full Encampment Protocol,2025/07/17 15:52:00+00,"10809 South Vermont Avenue, Los Angeles, CA, 90044",West side Vermont Av 200’ south of 108th st   ,2,SPA 8,Unincorporated - Athens-Westmont,yes,1,2025/08/26 15:00:00+00,prev_approved_activity_not_required,0,2025/08/08 19:00:00+00,fb25fafe-73f2-473a-8d27-945d9768cfea
-118.368205950712,34.1461046794328,3598,Request Completed,07/22/25,Immediate Action,2025/07/17 18:12:00+00,"10860 Valley Spring Lane, North Hollywood, CA, 91602","Tujunga Central Channel, left bank, downstream of Vineland Ave.",5,SPA 2,Los Angeles - North Hollywood,yes,1,2025/07/22 15:00:00+00,yes,4,2025/07/22 19:00:00+00,dbd35063-c37b-4001-bd61-2bb9a20d1d7b
-118.433449175305,34.2774905590619,3599,Request Completed,07/24/25,Immediate Action,2025/07/17 21:45:00+00,"11400 San Fernando Road, San Fernando, CA, 91340","Pacoima Wash, left (east) bank, upstream (north) of San Fernando Road next to railroad tracks ",3,SPA 2,Los Angeles - Pacoima,no,6,2025/07/23 15:00:00+00,yes,25,2025/07/24 19:00:00+00,dfaf98fb-6a36-4c23-a3d3-87d797a38b44
-118.407485817784,34.2348214955732,3600,Request Completed,07/24/25,Immediate Action,2025/07/17 21:57:00+00,"9101 Laurel Canyon Boulevard, Sun Valley, CA, 91352","Tujunga Wash, left (east) bank, downstream (south) of Laurel Canyon Blvd.",3,SPA 2,Los Angeles - Sun Valley,yes,4,2025/07/24 15:00:00+00,yes,10,2025/07/24 19:00:00+00,6cd2f7ca-0324-45c4-8728-95993f900ec7
-118.186401726567,34.0322217780792,3601,Request Completed,08/19/25,Non-Displacement,2025/07/18 14:20:00+00,"3763 East 4th St, Los Angeles, CA, 90063",4th st between Rowan Ave and Eastman Av,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/08/19 15:00:00+00,yes,10,2025/08/19 19:00:00+00,785029a5-3de0-4ef4-bbb9-c8b4207c7cec
-117.994830286695,34.0447377756041,3602,Request Completed,07/25/25,Immediate Action,2025/07/18 20:44:00+00,"246 South 2nd Avenue, La Puente, CA, 91746","Encampment is located on bassett Channel access road, upstream right bank of Workman Mill Rd, behind 246 S 2nd Ave, La Puente, and is blocking maintenance works.",1,SPA 3,Unincorporated - Avocado Heights,yes,1,,yes,5,2025/07/25 19:00:00+00,6abd1067-c875-465c-8f0c-b3bbed2ddcb4
-118.255847103162,33.9597624304108,3603,Request Completed,10/07/25,Full Encampment Protocol,2025/07/21 19:00:00+00,"1114 Firestone Boulevard, Los Angeles, CA, 90001",Alley east of S Central Ave south of Firestone Blvd. ,2,SPA 6,Unincorporated - Florence-Firestone,yes,2,2025/10/14 15:00:00+00,yes,0,2025/10/07 19:00:00+00,02074101-da2f-4a58-bd0c-b9456e319af1
-118.418314640399,34.2965884409956,3604,Request Completed,07/23/25,Immediate Action,2025/07/21 20:15:00+00,"13029 Foothill Boulevard, Sylmar, CA, 91342","Pacoima Wash Channel, right (west) bank, between Foothill Blvd. bridge and 210 FWY bridge.",3,SPA 2,Los Angeles - Sylmar,yes,2,2025/07/23 15:00:00+00,yes,14,2025/07/23 19:00:00+00,667909bb-03e5-4416-be9b-9c753c38f2d9
-118.596156584195,34.245367166614,3605,Request Completed,07/30/25,Immediate Action,2025/07/16 20:38:00+00,"21315 Itasca St, Chatsworth, CA, 91311","Browns Creek, left (east) bank, downstream (south) of Lassen St, heading towards railroad tracks",3,SPA 2,Los Angeles - Chatsworth,no,6,2025/07/30 15:00:00+00,yes,10,2025/07/30 19:00:00+00,cf11528d-5749-4ccf-8c7f-27ad6404840d
-118.057714411051,34.0163178263866,3606,Request Completed,09/25/25,Full Encampment Protocol,2025/07/21 21:21:00+00,"3455 San Gabriel River Parkway, Pico Rivera, CA, 90660","3455 San Gabriel River Parkway, Pico Rivera - San Gabriel River
From Whittier Narrows Dam, Left Bank and Right Bank, to Carson St.",4,SPA 7,City of Pico Rivera,no,25,2025/09/15 15:00:00+00,yes,737,2025/09/25 19:00:00+00,9cc40d44-6a95-441f-8e1b-1a70c2f128cc
-118.179375501444,34.0334788151356,3607,Request Completed,08/19/25,Non-Displacement,2025/07/22 13:49:00+00,"4025 East 3rd St, Los Angeles, CA, 90063","North side 3rd St, 150 feet west of Sunol Dr.",1,SPA 7,Unincorporated - East Los Angeles,yes,3,2025/08/19 15:00:00+00,prev_approved_activity_not_required,0,2025/08/19 19:00:00+00,cce4fb0d-10a7-4ec7-afda-6dfccc143b27
-118.530769904452,34.1681874256151,3608,Request Completed,07/31/25,Immediate Action,2025/07/22 16:57:00+00,"5355 Etiwanda Avenue, Tarzana, CA, 91356","Caballero Creek, left (west) bank, downstream (north) of Venture Blvd, across from 5355 Etiwanda Ave.",3,SPA 2,Los Angeles - Tarzana,yes,4,2025/07/31 15:00:00+00,yes,2,2025/07/31 19:00:00+00,bcce71fb-1a4a-4ac7-bd87-782ea2e06ef0
-117.904330637871,33.9930695985945,3609,Request Completed,,Immediate Action,2025/07/22 18:40:00+00,"1400 Felicia Avenue, Rowland Heights, CA, 91748","*Repeat Maintenance Cleanup*
Encampment and debris in underground portion of Vernon Channel. In danger of storm season flooding. Adjacent to Shopping Center at 1330 Fullerton Rd, also underneath Colima Rd. Previously cleaned on 7/11/25.",1,SPA 3,City of Industry,yes,2,,yes,25,2025/07/25 19:00:00+00,25f064b7-43ed-4277-8223-44a98fcbd469
-118.292370675372,33.9388475076859,3610,Request Completed,08/26/25,Full Encampment Protocol,2025/07/22 21:15:00+00,"1013 South Vermont Avenue, Los Angeles, CA, 90044",Northside 107th st between Vermont ave and alley just west of Vermont. ,2,SPA 8,Unincorporated - Athens-Westmont,yes,4,2025/08/26 15:00:00+00,yes,15,2025/08/26 19:00:00+00,b840a634-302e-4f0c-b67e-850ad0a83543
-118.183512138295,34.0313321678233,3611,Request Completed,08/19/25,Full Encampment Protocol,2025/07/25 15:33:00+00,"3909 Eagle St, Los Angeles, CA, 90063",Herbert at Eagle Cul de Sac,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/08/19 15:00:00+00,yes,10,2025/08/19 19:00:00+00,0d8d5160-e720-447a-99a1-19443635d8d3
-118.173909879459,34.0232921671277,3612,Request Completed,09/03/25,Full Encampment Protocol,2025/07/25 15:56:00+00,"930 South Eastern Avenue, Los Angeles, CA, 90022",Alley south of Whittier east of Eastern,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/09/02 15:00:00+00,yes,20,2025/09/03 19:00:00+00,1e93b651-4ef0-4a66-85ec-1c9b3edf4daf
-118.175837177084,34.0186715088189,3613,Request Completed,08/19/25,Full Encampment Protocol,2025/07/25 16:02:00+00,"1206 South Marianna Avenue, Los Angeles, CA, 90023",Telegraph and Olympic at Marianna,1,SPA 7,Unincorporated - East Los Angeles,yes,3,2025/08/19 15:00:00+00,yes,10,2025/08/19 19:00:00+00,1d62d611-505f-4522-a409-44aaa38a25c8
-118.158662916292,34.0180275263849,3614,Request Completed,09/16/25,Non-Displacement,2025/07/25 16:16:00+00,"5156 Verona St, Los Angeles, CA, 90022",Alley behind 1042 Woods Ave south of Verona,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/09/16 15:00:00+00,yes,20,2025/09/16 19:00:00+00,079a0d07-d38e-491a-8ff8-ae8c6a83c89d
-118.256164261702,33.9891620339139,3615,Request Completed,10/15/25,Non-Displacement,2025/07/25 17:09:00+00,"1118 East Slauson Avenue, Los Angeles, CA","1118 E Slauson Ave, cross street Central Ave ",2,SPA 6,Unincorporated - Florence-Firestone,yes,4,2025/10/14 15:00:00+00,yes,50,2025/10/15 19:00:00+00,69b7a228-016e-4529-8c6e-1fe8616baf89
-118.390280528984,33.9790723429898,3616,Request Completed,08/13/25,Immediate Action,2025/06/26 20:30:00+00,"6001 West Centinela Avenue Los Angeles, CA, 90045","* REPEAT MAINTENANCE CLEANUP* 6072 w Centinela Ave to 5309 Alla Rd
Last Cleanup Dates:
. 4/09/2025 - 4/10/2025, 4/30/2025, 5/28/2025, 7/9/25",2,SPA 5,City of Culver City,no,5,2025/08/13 14:30:00+00,yes,40,2025/08/13 19:00:00+00,0e986d8e-e42d-4ee7-8921-94875a98822f
-118.180249903063,34.034229750129,3617,Request Completed,09/26/25,Non-Displacement,2025/07/29 13:40:00+00,"3969 East 2nd St, Los Angeles, CA, 90063",Next to 3950 2nd st. ,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/09/02 15:00:00+00,prev_approved_activity_not_required,0,2025/09/26 19:00:00+00,14f113b9-aa34-4b72-bfdc-8418b4140fcb
-118.161984783821,34.012164500206,3618,Request Completed,09/23/25,Non-Displacement,2025/07/29 14:45:00+00,"5103 Telegraph Road, Los Angeles, CA, 90022",East side Vancouver av 50’ north of Telegraph Rd. ,4,SPA 7,City of Commerce,yes,2,2025/09/23 19:56:00+00,prev_approved_activity_not_required,0,2025/09/23 19:00:00+00,ffff2a1b-85bf-4834-83a3-1afc8e17b41f
-118.160849515167,34.0206180660727,3619,Request Completed,08/22/25,Full Encampment Protocol,2025/07/29 15:13:00+00,"924 Clela Avenue, Los Angeles, CA, 90022",East side Clela Av 150’ south of Whittier blvd. ,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/09/02 15:00:00+00,prev_approved_activity_not_required,0,2025/08/22 19:00:00+00,1256636a-97ab-4f25-b510-6ea29102fc46
-117.969148056058,34.0309109677263,3620,Request Completed,Invalid Date,Immediate Action,2025/07/29 15:50:00+00,"14914 Valley Boulevard, La Puente, CA, 91746","Encampment is located at Puente Creek access road, downstream right bank of Valley Blvd, behind 149114 Valley Blvd, La Puente, and is blocking access.",1,SPA 3,Unincorporated - Avocado Heights,yes,1,,yes,0,,42e4e875-4bcc-42a9-8f74-3bcccdc5ecd2
-118.237362181346,33.9539532961466,3621,Request Completed,11/12/25,Non-Displacement,2025/07/29 19:27:00+00,"9108 South Fir Avenue, Los Angeles, CA, 90002",Next to 9108 Fir St xst 92nd St,2,SPA 6,Unincorporated - Florence-Firestone,yes,2,2025/11/11 16:00:00+00,yes,0,2025/11/12 20:00:00+00,8d3f914d-58ff-44c0-8da1-f853bc0fb8bd
-118.240219124079,33.9602537965835,3622,Request Completed,09/10/25,Non-Displacement,2025/07/29 19:43:00+00,"1801 Firestone Boulevard, Los Angeles, CA, 90001","1801 Firestone Blvd, PEH encampment on Holmes Ave. ",2,SPA 6,Unincorporated - Florence-Firestone,no,8,2025/09/10 15:00:00+00,yes,60,2025/09/10 19:00:00+00,aff6e7f6-837b-4129-8dd3-f88cdfcab3a3
-118.425093369012,34.0189185221321,3623,Request Completed,08/20/25,Immediate Action,2025/07/29 20:30:00+00,"3448 Sawtelle Boulevard, Los Angeles, CA, 90066","*Repeat Maintenance Cleanup* Sawtelle Channel - Sawtelle Blvd and Palms Blvd to Queensland St & Military Ave.   
Last Cleanup was on 4/23/25; 6/10/25; 7/10/25",3,SPA 5,Los Angeles - Palms,yes,4,2025/08/20 15:00:00+00,yes,40,2025/08/20 19:00:00+00,37c0a871-dd0d-441f-85d5-87df5d593c0b
-118.144198414036,34.0138360346018,3624,Request Completed,08/15/25,Non-Displacement,2025/07/30 14:17:00+00,"5945 East Olympic Boulevard, Los Angeles, CA, 90022",Northside Dr just north of Olympic Blvd. ,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/08/15 20:51:00+00,prev_approved_activity_not_required,0,2025/08/15 19:00:00+00,af082646-0c5e-4328-9d63-67371d18cb94
-118.152209417993,34.032346881023,3625,Request Completed,09/02/25,Non-Displacement,2025/07/30 16:46:00+00,"256 South Atlantic Boulevard, Los Angeles, CA, 90022",Via Campo north of Beverly blvd.,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/09/02 15:00:00+00,yes,1,2025/09/02 19:00:00+00,12c1b8fd-8440-4acd-8dfd-fa3424f739ab
-118.168106121988,34.0185293678077,3626,Request Completed,08/15/25,Non-Displacement,2025/07/30 17:07:00+00,"4701 East Olympic Boulevard, Los Angeles, CA, 90022",1136 S Arizona ave ,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/08/15 15:00:00+00,prev_approved_activity_not_required,0,2025/08/15 19:00:00+00,9cbc878c-8efd-4988-8415-6b5b9fb6d16f
-118.242426524033,33.9585853787409,3627,Request Completed,11/13/25,Non-Displacement,2025/07/30 18:00:00+00,"1712 East 87th St, Los Angeles, CA, 90002",North side 87th st 100’ west of Beach st.,2,SPA 6,Unincorporated - Florence-Firestone,yes,2,2025/11/11 16:00:00+00,yes,5,2025/11/13 20:00:00+00,9f4f29bf-3ac3-4fe1-b334-78d64bb9ec76
-117.89225176299,34.0041842804689,3628,Request Completed,08/08/25,Immediate Action,2025/07/30 20:43:00+00,"18820 Bench St, La Puente, CA, 91744","Encampments are located at PD 1381 San Jose Creek access road, on both banks near 18711 Valley Blvd, La Puente and are obstructing maintenance works.",1,SPA 3,Unincorporated - San Jose Hills,yes,3,,yes,20,2025/08/08 19:00:00+00,fa39d674-15c6-4e2b-8cb4-46e689407a00
-118.292140065812,33.9348306199186,3629,Request Completed,11/18/25,Non-Displacement,2025/07/30 16:04:00+00,"11021 South Vermont Avenue, Los Angeles, CA, 90044","11021 S. Vermont 
PEH encampments on center median from 110th St to 112th St. ",2,SPA 8,Unincorporated - Athens-Westmont,no,5,2025/11/18 16:00:00+00,yes,10,2025/11/18 20:00:00+00,660385fe-a4ff-4f5d-8048-b32a2eda7ce6
-118.189248126094,34.0585947269845,3630,Request Completed,11/21/25,Non-Displacement,2025/07/31 18:02:00+00,"1607 North Ditman Avenue, Los Angeles, CA, 90063",West side Ditman av 75’ north of Fowler st. ,1,SPA 4,Unincorporated - East Los Angeles,yes,2,2025/09/02 15:00:00+00,yes,0,2025/11/21 20:00:00+00,1a23265e-8db1-4c04-b4cd-af750b11a4d5
-118.190797070946,34.0602419965043,3631,Request Completed,12/10/25,Full Encampment Protocol,2025/07/31 18:35:00+00,"1626 Fishburn Avenue, Los Angeles, CA, 90063",West side of Fishburn 100’ south Medford st,1,SPA 4,Unincorporated - East Los Angeles,yes,2,2025/09/02 15:00:00+00,yes,5,2025/12/10 20:00:00+00,64655561-b06c-45ba-8616-f30382f53fe4
-118.535922873486,34.1900608507571,3632,Request Completed,08/13/25,Immediate Action,2025/07/31 17:09:00+00,"6557 Reseda Boulevard, Reseda, CA, 91335","3 locations starting at LA River and Reseda under the bridge, second and third  location at Tampa Avenue on right of ways upstream and downstream (north side)",3,SPA 2,Los Angeles - Reseda,no,10,2025/08/13 15:00:00+00,yes,19,2025/08/13 19:00:00+00,91e550b1-2366-4bbc-a53a-d982581aadd4
-118.172399031793,33.9501793021667,3633,Request Completed,09/04/25,Full Encampment Protocol,2025/07/31 18:46:00+00,"5391 Firestone Boulevard South Gate, CA, 90280",Firestone Blvd north east and south east entrance to LA River.,4,SPA 7,City of South Gate,no,15,2025/09/04 15:00:00+00,yes,80,2025/09/04 19:00:00+00,32cd827e-ae10-417f-834d-a41fae588f26
-118.094407397418,33.7879198676508,3634,Request Completed,08/20/25,Full Encampment Protocol,2025/07/01 17:00:00+00,"7150 East Atherton Drive, Long Beach, CA, 90815","*Repeat Maintenance Cleanup* San Gabriel River from Carson St to Marina Dr. PEH and Encampments have returned to SGR. 
Last cleanup was on 5/1 - 5/2; 6/4 - 6/5; 7/15 - 7/16.",4,SPA 8,City of Long Beach,no,8,2025/08/19 15:00:00+00,yes,100,2025/08/20 19:00:00+00,961c9c20-7f2b-4ed5-8c5f-ea8ae11f3064
-118.138177011589,34.0093652583234,3635,Request Completed,11/20/25,Non-Displacement,2025/08/01 20:28:00+00,"1509 Westside Drive, Los Angeles, CA, 90022",PEH across 1509 Westside Dr.,1,SPA 7,Unincorporated - East Los Angeles,yes,3,2025/09/02 15:00:00+00,yes,0,2025/11/20 20:00:00+00,c2c6cdc7-6305-465e-8d7d-fbff69b398e3
